time,a_rate_uptake,x_rate_growth,Km,dt,g_rate_uptake,g_uptake_max,o_rate_uptake,o_uptake_max,a_uptake_max,g_uptake_min,o_uptake_min,a_uptake_min,X_min,X_max,Cell,O2,Ac,Glcxt,dummy,X,growth,g_uptake,o_uptake,a_uptake,o2_transport,C3__max_ac,C3__max_glcxt,C3__max_o2,C3__dt,C3__Km,C3__X_min,C3__min_o2,C3__min_ac,C3__min_glxct,C3__X_max,C3__max_X,C3__rateOfX,C3__Glcxt,C3__Ac,C3__O2,C3__X,C2__rateOfX,C2__rateOfAc,C2__rateOfGlcxt,C2__rateOfO2,C2__Km,C2__Glcxt,C2__O2,C2__Ac,C2__X,C2__o_uptake,C2__g_uptake,C2__a_uptake,C2__growth,C1__a_uptake_max,C1__default_min,C1__default_max,C1__g_uptake_max,C1__o_uptake_max,C1__default_neg_min,C1__o_uptake_min,C1__g_uptake_min,C1__a_uptake_min,C1__X_min,C1__X_max,C1__Glcxt,C1__O2,C1__Ac,C1__X,C1__v1,C1__o_uptake,C1__growth,C1__v3,C1__v2,C1__g_uptake,C1__a_uptake,C1__v4
8.93,1.928460387,0.048908455,0.015,0.01,0.0,5.0031523812077715E-8,1.711795931,1.710959180176917,162.78571171564403,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655580255839847,1.394375207891249,4.2855552665730375E-10,0.0,0.8560819210963432,0.048908455,0.0,1.711795931,1.928460387,0.0,162.78571171564403,5.0031523812077715E-8,1.710959180176917,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8565710056463431,0.048908455,4.2855552665730375E-10,1.394375207891249,0.014655580255839847,0.8560819210963432,0.048908455,1.928460387,0.0,1.711795931,0.001,4.2855552665730375E-10,0.014655580255839847,1.394375207891249,0.8560819210963432,0.0,0.0,0.0,0.0,162.78571171564403,0.0,1000.0,5.0031523812077715E-8,1.710959180176917,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048908455,1.711795931,0.048908455,0.0,0.0,0.0,1.928460387,0.0
8.94,1.927517728,0.048884548,0.015,0.01,0.0,5.000710000967587E-8,1.71095918,1.7101232483540616,160.78029745046442,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655574292559826,1.3778700431872601,4.2855552665730375E-10,0.0,0.8565005151795515,0.048884548,0.0,1.71095918,1.927517728,0.0,160.78029745046442,5.000710000967587E-8,1.7101232483540616,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8569893606595516,0.048884548,4.2855552665730375E-10,1.3778700431872601,0.014655574292559826,0.8565005151795515,0.048884548,1.927517728,0.0,1.71095918,0.001,4.2855552665730375E-10,0.014655574292559826,1.3778700431872601,0.8565005151795515,0.0,0.0,0.0,0.0,160.78029745046442,0.0,1000.0,5.000710000967587E-8,1.7101232483540616,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048884548,1.71095918,0.048884548,0.0,0.0,0.0,1.927517728,0.0
8.95,1.926575991,0.048860664,0.015,0.01,0.0,4.998270002742505E-8,1.710123248,1.7092881325112497,158.77684008356562,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655568335354195,1.3613648779609637,4.2855552665730375E-10,0.0,0.8569191092740247,0.048860664,0.0,1.710123248,1.926575991,0.0,158.77684008356562,4.998270002742505E-8,1.7092881325112497,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8574077159140248,0.048860664,4.2855552665730375E-10,1.3613648779609637,0.014655568335354195,0.8569191092740247,0.048860664,1.926575991,0.0,1.710123248,0.001,4.2855552665730375E-10,0.014655568335354195,1.3613648779609637,0.8569191092740247,0.0,0.0,0.0,0.0,158.77684008356562,0.0,1000.0,4.998270002742505E-8,1.7092881325112497,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048860664,1.710123248,0.048860664,0.0,0.0,0.0,1.926575991,0.0
8.96,1.925635173,0.048836804,0.015,0.01,0.0,4.9958323829577084E-8,1.709288133,1.7084538308473352,156.77533675145997,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655562379276605,1.3448597122191888,4.2855552665730375E-10,0.0,0.8573377033855265,0.048836804,0.0,1.709288133,1.925635173,0.0,156.77533675145997,4.9958323829577084E-8,1.7084538308473352,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8578260714255265,0.048836804,4.2855552665730375E-10,1.3448597122191888,0.014655562379276605,0.8573377033855265,0.048836804,1.925635173,0.0,1.709288133,0.001,4.2855552665730375E-10,0.014655562379276605,1.3448597122191888,0.8573377033855265,0.0,0.0,0.0,0.0,156.77533675145997,0.0,1000.0,4.9958323829577084E-8,1.7084538308473352,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048836804,1.709288133,0.048836804,0.0,0.0,0.0,1.925635173,0.0
8.97,1.924695273,0.048812967,0.015,0.01,0.0,4.993397138210022E-8,1.708453831,1.7076203443585152,154.77578460113668,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655556442875304,1.3283545459657708,4.2855552665730375E-10,0.0,0.8577562975115472,0.048812967,0.0,1.708453831,1.924695273,0.0,154.77578460113668,4.993397138210022E-8,1.7076203443585152,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8582444271815473,0.048812967,4.2855552665730375E-10,1.3283545459657708,0.014655556442875304,0.8577562975115472,0.048812967,1.924695273,0.0,1.708453831,0.001,4.2855552665730375E-10,0.014655556442875304,1.3283545459657708,0.8577562975115472,0.0,0.0,0.0,0.0,154.77578460113668,0.0,1000.0,4.993397138210022E-8,1.7076203443585152,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048812967,1.708453831,0.048812967,0.0,0.0,0.0,1.924695273,0.0
8.98,1.923756291,0.048789153,0.015,0.01,0.0,4.990964265042961E-8,1.707620344,1.7067876707962473,152.7781807818569,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655550517029846,1.3118493791930577,4.2855552665730375E-10,0.0,0.8581748916498649,0.048789153,0.0,1.707620344,1.923756291,0.0,152.7781807818569,4.990964265042961E-8,1.7067876707962473,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8586627831798649,0.048789153,4.2855552665730375E-10,1.3118493791930577,0.014655550517029846,0.8581748916498649,0.048789153,1.923756291,0.0,1.707620344,0.001,4.2855552665730375E-10,0.014655550517029846,1.3118493791930577,0.8581748916498649,0.0,0.0,0.0,0.0,152.7781807818569,0.0,1000.0,4.990964265042961E-8,1.7067876707962473,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048789153,1.707620344,0.048789153,0.0,0.0,0.0,1.923756291,0.0
8.99,1.922818225,0.048765362,0.015,0.01,0.0,4.988533760005071E-8,1.706787671,1.7059558078113848,150.78252244902168,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655544591722898,1.2953442118990797,4.2855552665730375E-10,0.0,0.8585934857985456,0.048765362,0.0,1.706787671,1.922818225,0.0,150.78252244902168,4.988533760005071E-8,1.7059558078113848,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8590811394185456,0.048765362,4.2855552665730375E-10,1.2953442118990797,0.014655544591722898,0.8585934857985456,0.048765362,1.922818225,0.0,1.706787671,0.001,4.2855552665730375E-10,0.014655544591722898,1.2953442118990797,0.8585934857985456,0.0,0.0,0.0,0.0,150.78252244902168,0.0,1000.0,4.988533760005071E-8,1.7059558078113848,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048765362,1.706787671,0.048765362,0.0,0.0,0.0,1.922818225,0.0
9.0,1.921881071,0.048741595,0.015,0.01,0.0,4.986105619542079E-8,1.705955808,1.7051247558060136,148.78880676293429,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.0146555386808666,1.2788390441046689,4.2855552665730375E-10,0.0,0.859012079964533,0.048741595,0.0,1.705955808,1.921881071,0.0,148.78880676293429,4.986105619542079E-8,1.7051247558060136,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.859499495914533,0.048741595,4.2855552665730375E-10,1.2788390441046689,0.0146555386808666,0.859012079964533,0.048741595,1.921881071,0.0,1.705955808,0.001,4.2855552665730375E-10,0.0146555386808666,1.2788390441046689,0.859012079964533,0.0,0.0,0.0,0.0,148.78880676293429,0.0,1000.0,4.986105619542079E-8,1.7051247558060136,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048741595,1.705955808,0.048741595,0.0,0.0,0.0,1.921881071,0.0
9.01,1.920944832,0.04871785,0.015,0.01,0.0,4.983679840378533E-8,1.705124756,1.704294513058363,146.79703089325525,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655532779316815,1.2623338757934568,4.2855552665730375E-10,0.0,0.8594306741378873,0.04871785,0.0,1.705124756,1.920944832,0.0,146.79703089325525,4.983679840378533E-8,1.704294513058363,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8599178526378873,0.04871785,4.2855552665730375E-10,1.2623338757934568,0.014655532779316815,0.8594306741378873,0.04871785,1.920944832,0.0,1.705124756,0.001,4.2855552665730375E-10,0.014655532779316815,1.2623338757934568,0.8594306741378873,0.0,0.0,0.0,0.0,146.79703089325525,0.0,1000.0,4.983679840378533E-8,1.704294513058363,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.04871785,1.705124756,0.04871785,0.0,0.0,0.0,1.920944832,0.0
9.02,1.920009504,0.048694129,0.015,0.01,0.0,4.981256418912271E-8,1.704294513,1.7034650785662604,144.80719200786103,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655526889071522,1.2458287069719938,4.2855552665730375E-10,0.0,0.8598492683261373,0.048694129,0.0,1.704294513,1.920009504,0.0,144.80719200786103,4.981256418912271E-8,1.7034650785662604,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8603362096161373,0.048694129,4.2855552665730375E-10,1.2458287069719938,0.014655526889071522,0.8598492683261373,0.048694129,1.920009504,0.0,1.704294513,0.001,4.2855552665730375E-10,0.014655526889071522,1.2458287069719938,0.8598492683261373,0.0,0.0,0.0,0.0,144.80719200786103,0.0,1000.0,4.981256418912271E-8,1.7034650785662604,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048694129,1.704294513,0.048694129,0.0,0.0,0.0,1.920009504,0.0
9.03,1.919075087,0.048670431,0.015,0.01,0.0,4.978835351769966E-8,1.703465079,1.7026364502451519,142.81928728540325,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655521002142308,1.2293235376353255,4.2855552665730375E-10,0.0,0.860267862528514,0.048670431,0.0,1.703465079,1.919075087,0.0,142.81928728540325,4.978835351769966E-8,1.7026364502451519,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8607545668385139,0.048670431,4.2855552665730375E-10,1.2293235376353255,0.014655521002142308,0.860267862528514,0.048670431,1.919075087,0.0,1.703465079,0.001,4.2855552665730375E-10,0.014655521002142308,1.2293235376353255,0.860267862528514,0.0,0.0,0.0,0.0,142.81928728540325,0.0,1000.0,4.978835351769966E-8,1.7026364502451519,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048670431,1.703465079,0.048670431,0.0,0.0,0.0,1.919075087,0.0
9.04,1.918141578,0.048646756,0.015,0.01,0.0,4.9764166355252654E-8,1.70263645,1.7018086287764411,140.8333139099012,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655515134501019,1.2128183677928843,4.2855552665730375E-10,0.0,0.8606864567445368,0.048646756,0.0,1.70263645,1.918141578,0.0,140.8333139099012,4.9764166355252654E-8,1.7018086287764411,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8611729243045368,0.048646756,4.2855552665730375E-10,1.2128183677928843,0.014655515134501019,0.8606864567445368,0.048646756,1.918141578,0.0,1.70263645,0.001,4.2855552665730375E-10,0.014655515134501019,1.2128183677928843,0.8606864567445368,0.0,0.0,0.0,0.0,140.8333139099012,0.0,1000.0,4.9764166355252654E-8,1.7018086287764411,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048646756,1.70263645,0.048646756,0.0,0.0,0.0,1.918141578,0.0
9.05,1.917208978,0.048623104,0.015,0.01,0.0,4.9740002667567975E-8,1.701808629,1.7009816106880489,138.84926906846755,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655509266349787,1.1963131974340975,4.2855552665730375E-10,0.0,0.8611050509740141,0.048623104,0.0,1.701808629,1.917208978,0.0,138.84926906846755,4.9740002667567975E-8,1.7009816106880489,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8615912820140141,0.048623104,4.2855552665730375E-10,1.1963131974340975,0.014655509266349787,0.8611050509740141,0.048623104,1.917208978,0.0,1.701808629,0.001,4.2855552665730375E-10,0.014655509266349787,1.1963131974340975,0.8611050509740141,0.0,0.0,0.0,0.0,138.84926906846755,0.0,1000.0,4.9740002667567975E-8,1.7009816106880489,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048623104,1.701808629,0.048623104,0.0,0.0,0.0,1.917208978,0.0
9.06,1.916277283,0.048599475,0.015,0.01,0.0,4.971586242048159E-8,1.700981611,1.700155396359326,136.86714995629765,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.01465550341103728,1.1798080265714341,4.2855552665730375E-10,0.0,0.8615236452170429,0.048599475,0.0,1.700981611,1.916277283,0.0,136.86714995629765,4.971586242048159E-8,1.700155396359326,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8620096399670429,0.048599475,4.2855552665730375E-10,1.1798080265714341,0.01465550341103728,0.8615236452170429,0.048599475,1.916277283,0.0,1.700981611,0.001,4.2855552665730375E-10,0.01465550341103728,1.1798080265714341,0.8615236452170429,0.0,0.0,0.0,0.0,136.86714995629765,0.0,1000.0,4.971586242048159E-8,1.700155396359326,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048599475,1.700981611,0.048599475,0.0,0.0,0.0,1.916277283,0.0
9.07,1.915346494,0.048575868,0.015,0.01,0.0,4.96917455809519E-8,1.700155396,1.6993299849745513,134.88695377458535,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655497571300379,1.163302855197454,4.2855552665730375E-10,0.0,0.8619422394653898,0.048575868,0.0,1.700155396,1.915346494,0.0,134.88695377458535,4.96917455809519E-8,1.6993299849745513,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8624279981453898,0.048575868,4.2855552665730375E-10,1.163302855197454,0.014655497571300379,0.8619422394653898,0.048575868,1.915346494,0.0,1.700155396,0.001,4.2855552665730375E-10,0.014655497571300379,1.163302855197454,0.8619422394653898,0.0,0.0,0.0,0.0,134.88695377458535,0.0,1000.0,4.96917455809519E-8,1.6993299849745513,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048575868,1.700155396,0.048575868,0.0,0.0,0.0,1.915346494,0.0
9.08,1.914416609,0.048552285,0.015,0.01,0.0,4.9667652113263995E-8,1.699329985,1.6985053735132938,132.9086777231415,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655491731646797,1.1467976833105753,4.2855552665730375E-10,0.0,0.8623608337283409,0.048552285,0.0,1.699329985,1.914416609,0.0,132.9086777231415,4.9667652113263995E-8,1.6985053735132938,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.862846356578341,0.048552285,4.2855552665730375E-10,1.1467976833105753,0.014655491731646797,0.8623608337283409,0.048552285,1.914416609,0.0,1.699329985,0.001,4.2855552665730375E-10,0.014655491731646797,1.1467976833105753,0.8623608337283409,0.0,0.0,0.0,0.0,132.9086777231415,0.0,1000.0,4.9667652113263995E-8,1.6985053735132938,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048552285,1.699329985,0.048552285,0.0,0.0,0.0,1.914416609,0.0
9.09,1.913487625,0.048528725,0.015,0.01,0.0,4.964358198397916E-8,1.698505374,1.697681561880339,130.9323190149536,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655485901134527,1.1302925109236432,4.2855552665730375E-10,0.0,0.8627794280068605,0.048528725,0.0,1.698505374,1.913487625,0.0,130.9323190149536,4.964358198397916E-8,1.697681561880339,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8632647152568604,0.048528725,4.2855552665730375E-10,1.1302925109236432,0.014655485901134527,0.8627794280068605,0.048528725,1.913487625,0.0,1.698505374,0.001,4.2855552665730375E-10,0.014655485901134527,1.1302925109236432,0.8627794280068605,0.0,0.0,0.0,0.0,130.9323190149536,0.0,1000.0,4.964358198397916E-8,1.697681561880339,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048528725,1.698505374,0.048528725,0.0,0.0,0.0,1.913487625,0.0
9.1,1.912559542,0.048505187,0.015,0.01,0.0,4.961953516020171E-8,1.697681562,1.6968585497694508,128.95787486826606,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655480086856168,1.1137873380382504,4.2855552665730375E-10,0.0,0.8631980222935701,0.048505187,0.0,1.697681562,1.912559542,0.0,128.95787486826606,4.961953516020171E-8,1.6968585497694508,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8636830741635702,0.048505187,4.2855552665730375E-10,1.1137873380382504,0.014655480086856168,0.8631980222935701,0.048505187,1.912559542,0.0,1.697681562,0.001,4.2855552665730375E-10,0.014655480086856168,1.1137873380382504,0.8631980222935701,0.0,0.0,0.0,0.0,128.95787486826606,0.0,1000.0,4.961953516020171E-8,1.6968585497694508,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048505187,1.697681562,0.048505187,0.0,0.0,0.0,1.912559542,0.0
9.11,1.91163236,0.048481673,0.015,0.01,0.0,4.959551160636887E-8,1.69685855,1.6960363346381369,126.98534249824901,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655474277382613,1.097282164644648,4.2855552665730375E-10,0.0,0.8636166165986366,0.048481673,0.0,1.69685855,1.91163236,0.0,126.98534249824901,4.959551160636887E-8,1.6960363346381369,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8641014333286366,0.048481673,4.2855552665730375E-10,1.097282164644648,0.014655474277382613,0.8636166165986366,0.048481673,1.91163236,0.0,1.69685855,0.001,4.2855552665730375E-10,0.014655474277382613,1.097282164644648,0.8636166165986366,0.0,0.0,0.0,0.0,126.98534249824901,0.0,1000.0,4.959551160636887E-8,1.6960363346381369,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048481673,1.69685855,0.048481673,0.0,0.0,0.0,1.91163236,0.0
9.12,1.910706076,0.048458181,0.015,0.01,0.0,4.957151129025686E-8,1.696036335,1.6952149159216354,125.01471913565906,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655468477373286,1.0807769907476563,4.2855552665730375E-10,0.0,0.8640352109152525,0.048458181,0.0,1.696036335,1.910706076,0.0,125.01471913565906,4.957151129025686E-8,1.6952149159216354,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8645197927252525,0.048458181,4.2855552665730375E-10,1.0807769907476563,0.014655468477373286,0.8640352109152525,0.048458181,1.910706076,0.0,1.696036335,0.001,4.2855552665730375E-10,0.014655468477373286,1.0807769907476563,0.8640352109152525,0.0,0.0,0.0,0.0,125.01471913565906,0.0,1000.0,4.957151129025686E-8,1.6952149159216354,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048458181,1.696036335,0.048458181,0.0,0.0,0.0,1.910706076,0.0
9.13,1.90978069,0.048434712,0.015,0.01,0.0,4.95475341774719E-8,1.695214916,1.6943942927932196,123.04600200952827,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.01465546268987262,1.0642718163408635,4.2855552665730375E-10,0.0,0.8644538052455275,0.048434712,0.0,1.695214916,1.90978069,0.0,123.04600200952827,4.95475341774719E-8,1.6943942927932196,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8649381523655275,0.048434712,4.2855552665730375E-10,1.0642718163408635,0.01465546268987262,0.8644538052455275,0.048434712,1.90978069,0.0,1.695214916,0.001,4.2855552665730375E-10,0.01465546268987262,1.0642718163408635,0.8644538052455275,0.0,0.0,0.0,0.0,123.04600200952827,0.0,1000.0,4.95475341774719E-8,1.6943942927932196,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048434712,1.695214916,0.048434712,0.0,0.0,0.0,1.90978069,0.0
9.14,1.908856199,0.048411266,0.015,0.01,0.0,4.952358023424371E-8,1.694394293,1.6935744633042835,121.07918835740257,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655456908038133,1.047766641432481,4.2855552665730375E-10,0.0,0.8648723995918616,0.048411266,0.0,1.694394293,1.908856199,0.0,121.07918835740257,4.952358023424371E-8,1.6935744633042835,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8653565122518616,0.048411266,4.2855552665730375E-10,1.047766641432481,0.014655456908038133,0.8648723995918616,0.048411266,1.908856199,0.0,1.694394293,0.001,4.2855552665730375E-10,0.014655456908038133,1.047766641432481,0.8648723995918616,0.0,0.0,0.0,0.0,121.07918835740257,0.0,1000.0,4.952358023424371E-8,1.6935744633042835,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048411266,1.694394293,0.048411266,0.0,0.0,0.0,1.908856199,0.0
9.15,1.907932603,0.048387842,0.015,0.01,0.0,4.9499649427917396E-8,1.693574463,1.6927554273821148,119.11427542341765,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655451140924838,1.0312614660195099,4.2855552665730375E-10,0.0,0.8652909939482919,0.048387842,0.0,1.693574463,1.907932603,0.0,119.11427542341765,4.9499649427917396E-8,1.6927554273821148,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8657748723682919,0.048387842,4.2855552665730375E-10,1.0312614660195099,0.014655451140924838,0.8652909939482919,0.048387842,1.907932603,0.0,1.693574463,0.001,4.2855552665730375E-10,0.014655451140924838,1.0312614660195099,0.8652909939482919,0.0,0.0,0.0,0.0,119.11427542341765,0.0,1000.0,4.9499649427917396E-8,1.6927554273821148,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048387842,1.693574463,0.048387842,0.0,0.0,0.0,1.907932603,0.0
9.16,1.9070099,0.048364441,0.015,0.01,0.0,4.947574172424684E-8,1.692755427,1.6919371827545178,117.15126045367703,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655445379024787,1.0147562901050533,4.2855552665730375E-10,0.0,0.8657095883177859,0.048364441,0.0,1.692755427,1.9070099,0.0,117.15126045367703,4.947574172424684E-8,1.6919371827545178,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8661932327277859,0.048364441,4.2855552665730375E-10,1.0147562901050533,0.014655445379024787,0.8657095883177859,0.048364441,1.9070099,0.0,1.692755427,0.001,4.2855552665730375E-10,0.014655445379024787,1.0147562901050533,0.8657095883177859,0.0,0.0,0.0,0.0,117.15126045367703,0.0,1000.0,4.947574172424684E-8,1.6919371827545178,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048364441,1.692755427,0.048364441,0.0,0.0,0.0,1.9070099,0.0
9.17,1.906088089,0.048341062,0.015,0.01,0.0,4.9451857090672444E-8,1.691937183,1.6911197281076207,115.19014070319541,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.01465543962061674,0.9982511136896833,4.2855552665730375E-10,0.0,0.8661281826949403,0.048341062,0.0,1.691937183,1.906088089,0.0,115.19014070319541,4.9451857090672444E-8,1.6911197281076207,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8666115933149403,0.048341062,4.2855552665730375E-10,0.9982511136896833,0.01465543962061674,0.8661281826949403,0.048341062,1.906088089,0.0,1.691937183,0.001,4.2855552665730375E-10,0.01465543962061674,0.9982511136896833,0.8661281826949403,0.0,0.0,0.0,0.0,115.19014070319541,0.0,1000.0,4.9451857090672444E-8,1.6911197281076207,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048341062,1.691937183,0.048341062,0.0,0.0,0.0,1.906088089,0.0
9.18,1.905167168,0.048317707,0.015,0.01,0.0,4.9427995491981815E-8,1.691119728,1.6903030638278136,113.23091342662518,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655433879504435,0.9817459367800326,4.2855552665730375E-10,0.0,0.8665467770919563,0.048317707,0.0,1.691119728,1.905167168,0.0,113.23091342662518,4.9427995491981815E-8,1.6903030638278136,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8670299541619563,0.048317707,4.2855552665730375E-10,0.9817459367800326,0.014655433879504435,0.8665467770919563,0.048317707,1.905167168,0.0,1.691119728,0.001,4.2855552665730375E-10,0.014655433879504435,0.9817459367800326,0.8665467770919563,0.0,0.0,0.0,0.0,113.23091342662518,0.0,1000.0,4.9427995491981815E-8,1.6903030638278136,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048317707,1.691119728,0.048317707,0.0,0.0,0.0,1.905167168,0.0
9.19,1.904247137,0.048294373,0.015,0.01,0.0,4.940415689734547E-8,1.690303064,1.6894871873091306,111.27357589262633,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655428142260932,0.9652407593715702,4.2855552665730375E-10,0.0,0.8669653714953336,0.048294373,0.0,1.690303064,1.904247137,0.0,111.27357589262633,4.940415689734547E-8,1.6894871873091306,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8674483152253336,0.048294373,4.2855552665730375E-10,0.9652407593715702,0.014655428142260932,0.8669653714953336,0.048294373,1.904247137,0.0,1.690303064,0.001,4.2855552665730375E-10,0.014655428142260932,0.9652407593715702,0.8669653714953336,0.0,0.0,0.0,0.0,111.27357589262633,0.0,1000.0,4.940415689734547E-8,1.6894871873091306,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048294373,1.690303064,0.048294373,0.0,0.0,0.0,1.904247137,0.0
9.2,1.903327994,0.048271062,0.015,0.01,0.0,4.938034127214194E-8,1.689487187,1.6886720986872852,109.31812536693543,0.0,0.0,-1000.0,-1000.0,1000.0,1.0,0.014655422420352844,0.9487355814660217,4.2855552665730375E-10,0.0,0.8673839659091768,0.048271062,0.0,1.689487187,1.903327994,0.0,109.31812536693543,4.938034127214194E-8,1.6886720986872852,0.01,0.015,-1000.0,0.0,-1000.0,0.0,1000.0,0.8678666765291768,0.048271062,4.2855552665730375E-10,0.9487355814660217,0.014655422420352844,0.8673839659091768,0.048271062,1.903327994,0.0,1.689487187,0.001,4.2855552665730375E-10,0.014655422420352844,0.9487355814660217,0.8673839659091768,0.0,0.0,0.0,0.0,109.31812536693543,0.0,1000.0,4.938034127214194E-8,1.6886720986872852,-1000.0,0.0,0.0,-1000.0,-1000.0,1000.0,0.0,0.0,0.0,0.0,0.048271062,1.689487187,0.048271062,0.0,0.0,0.0,1.903327994,0.0
